,Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
2658,3730,156,4,71.25,2,3,2,232,7,At-Risk/Occasional
2607,3678,541,3,71.2,1,2,2,122,5,At-Risk/Occasional
1776,2830,191,4,71.2,2,3,2,232,7,At-Risk/Occasional
467,1478,321,4,71.2,1,3,2,132,6,At-Risk/Occasional
752,1773,59,4,71.1,3,3,2,332,8,At-Risk/Occasional
2193,3255,55,6,71.1,4,4,2,442,10,Loyal Customers
3718,4819,90,5,71.05,3,4,2,342,9,Loyal Customers
3511,4609,53,2,71.0,4,1,2,412,7,Active Customers
1494,2542,36,3,71.0,4,2,2,422,8,Active Customers
2360,3428,289,3,71.0,1,2,2,122,5,At-Risk/Occasional
2504,3575,236,5,70.96000000000001,2,4,2,242,8,Loyal Customers
1924,2980,247,3,70.96000000000001,2,2,2,222,6,At-Risk/Occasional
357,1367,147,2,70.9,2,1,2,212,5,At-Risk/Occasional
2692,3764,50,6,70.8,4,4,2,442,10,Loyal Customers
1961,3017,93,3,70.8,3,2,2,322,7,At-Risk/Occasional
939,1962,205,3,70.8,2,2,2,222,6,At-Risk/Occasional
2151,3213,376,3,70.78999999999999,1,2,2,122,5,At-Risk/Occasional
505,1516,336,2,70.72,1,1,2,112,4,At-Risk/Occasional
3416,4511,184,3,70.7,2,2,2,222,6,At-Risk/Occasional
1415,2460,12,4,70.7,4,3,2,432,9,Active Customers
1731,2782,204,3,70.7,2,2,2,222,6,At-Risk/Occasional
3577,4675,60,4,70.6,3,3,2,332,8,At-Risk/Occasional
1807,2861,28,5,70.55,4,4,2,442,10,Loyal Customers
3867,4970,144,3,70.5,2,2,2,222,6,At-Risk/Occasional
327,1337,5,2,70.5,4,1,2,412,7,Active Customers
1485,2533,372,3,70.4,1,2,2,122,5,At-Risk/Occasional
2644,3716,50,4,70.4,4,3,2,432,9,Active Customers
895,1918,92,2,70.4,3,1,2,312,6,At-Risk/Occasional
802,1824,59,4,70.4,3,3,2,332,8,At-Risk/Occasional
1866,2921,398,3,70.4,1,2,2,122,5,At-Risk/Occasional
3099,4183,349,6,70.39,1,4,2,142,7,Loyal Customers
2933,4013,287,4,70.38000000000001,1,3,2,132,6,At-Risk/Occasional
401,1411,313,2,70.32000000000001,1,1,2,112,4,At-Risk/Occasional
3093,4177,198,3,70.3,2,2,2,222,6,At-Risk/Occasional
2,1002,122,4,70.3,3,3,2,332,8,At-Risk/Occasional
3039,4122,68,4,70.25,3,3,2,332,8,At-Risk/Occasional
2992,4074,111,4,70.2,3,3,2,332,8,At-Risk/Occasional
1474,2521,16,3,70.19999999999999,4,2,2,422,8,Active Customers
1629,2680,141,4,70.10000000000001,3,3,2,332,8,At-Risk/Occasional
407,1417,103,5,70.1,3,4,2,342,9,Loyal Customers
2645,3717,214,4,70.1,2,3,2,232,7,At-Risk/Occasional
1061,2087,265,4,70.0,2,3,2,232,7,At-Risk/Occasional
3800,4901,319,3,70.0,1,2,2,122,5,At-Risk/Occasional
1375,2420,94,3,70.0,3,2,2,322,7,At-Risk/Occasional
1675,2726,395,4,69.92,1,3,2,132,6,At-Risk/Occasional
853,1875,154,2,69.9,2,1,2,212,5,At-Risk/Occasional
1152,2185,80,4,69.9,3,3,2,332,8,At-Risk/Occasional
33,1035,113,5,69.89999999999999,3,4,2,342,9,Loyal Customers
2807,3884,267,2,69.8,2,1,2,212,5,At-Risk/Occasional
1828,2882,188,4,69.75,2,3,2,232,7,At-Risk/Occasional
181,1188,355,3,69.7,1,2,2,122,5,At-Risk/Occasional
1290,2328,311,2,69.7,1,1,2,112,4,At-Risk/Occasional
2069,3129,522,3,69.65,1,2,2,122,5,At-Risk/Occasional
2569,3640,83,3,69.65,3,2,2,322,7,At-Risk/Occasional
2907,3985,68,5,69.60000000000001,3,4,2,342,9,Loyal Customers
2908,3986,42,5,69.6,4,4,2,442,10,Loyal Customers
2552,3623,237,2,69.6,2,1,2,212,5,At-Risk/Occasional
600,1615,27,4,69.5,4,3,2,432,9,Active Customers
1443,2488,133,2,69.5,3,1,2,312,6,At-Risk/Occasional
1693,2744,225,3,69.5,2,2,2,222,6,At-Risk/Occasional
1203,2239,17,3,69.41000000000001,4,2,2,422,8,Active Customers
1064,2091,72,4,69.4,3,3,2,332,8,At-Risk/Occasional
1900,2955,207,6,69.4,2,4,2,242,8,Loyal Customers
1104,2134,95,3,69.39999999999999,3,2,2,322,7,At-Risk/Occasional
1757,2809,264,2,69.35000000000001,2,1,2,212,5,At-Risk/Occasional
3599,4697,110,5,69.32000000000001,3,4,2,342,9,Loyal Customers
2221,3285,171,2,69.3,2,1,2,212,5,At-Risk/Occasional
1651,2702,217,4,69.3,2,3,2,232,7,At-Risk/Occasional
2331,3399,164,4,69.26,2,3,2,232,7,At-Risk/Occasional
3323,4414,341,3,69.25999999999999,1,2,2,122,5,At-Risk/Occasional
701,1722,125,6,69.25,3,4,2,342,9,Loyal Customers
3006,4088,98,4,69.23,3,3,2,332,8,At-Risk/Occasional
3772,4873,118,3,69.2,3,2,2,322,7,At-Risk/Occasional
1091,2119,97,3,69.2,3,2,2,322,7,At-Risk/Occasional
2274,3338,135,4,69.10000000000001,3,3,2,332,8,At-Risk/Occasional
197,1205,291,3,69.1,1,2,2,122,5,At-Risk/Occasional
3860,4963,366,4,69.1,1,3,2,132,6,At-Risk/Occasional
2923,4003,7,4,69.04,4,3,2,432,9,Active Customers
1744,2796,74,5,69.0,3,4,2,342,9,Loyal Customers
2544,3615,119,4,68.9,3,3,2,332,8,At-Risk/Occasional
800,1822,302,4,68.9,1,3,2,132,6,At-Risk/Occasional
1681,2732,272,4,68.9,2,3,2,232,7,At-Risk/Occasional
3146,4231,353,2,68.9,1,1,2,112,4,At-Risk/Occasional
145,1151,104,2,68.80000000000001,3,1,2,312,6,At-Risk/Occasional
1967,3023,155,3,68.8,2,2,2,222,6,At-Risk/Occasional
2411,3480,237,5,68.8,2,4,2,242,8,Loyal Customers
3693,4794,64,4,68.8,3,3,2,332,8,At-Risk/Occasional
3108,4192,14,5,68.7,4,4,2,442,10,Loyal Customers
1874,2929,434,2,68.7,1,1,2,112,4,At-Risk/Occasional
3222,4310,306,3,68.7,1,2,2,122,5,At-Risk/Occasional
208,1217,315,3,68.60000000000001,1,2,2,122,5,At-Risk/Occasional
2213,3277,425,3,68.60000000000001,1,2,2,122,5,At-Risk/Occasional
3574,4672,55,3,68.6,4,2,2,422,8,Active Customers
110,1115,342,4,68.5,1,3,2,132,6,At-Risk/Occasional
294,1304,135,3,68.5,3,2,2,322,7,At-Risk/Occasional
3021,4103,157,4,68.5,2,3,2,232,7,At-Risk/Occasional
846,1868,424,3,68.5,1,2,2,122,5,At-Risk/Occasional
3825,4928,134,1,68.4,3,1,2,312,6,At-Risk/Occasional
393,1403,228,4,68.4,2,3,2,232,7,At-Risk/Occasional
2390,3459,147,4,68.4,2,3,2,232,7,At-Risk/Occasional
203,1212,152,4,68.39999999999999,2,3,2,232,7,At-Risk/Occasional
3588,4686,48,6,68.3,4,4,2,442,10,Loyal Customers
2160,3222,147,4,68.22,2,3,2,232,7,At-Risk/Occasional
1090,2118,165,2,68.19999999999999,2,1,2,212,5,At-Risk/Occasional
1211,2247,213,3,68.15,2,2,2,222,6,At-Risk/Occasional
1379,2424,458,3,68.10000000000001,1,2,2,122,5,At-Risk/Occasional
3828,4931,240,5,68.1,2,4,2,242,8,Loyal Customers
3493,4591,200,3,68.0,2,2,2,222,6,At-Risk/Occasional
537,1550,230,3,67.95,2,2,2,222,6,At-Risk/Occasional
3394,4489,41,3,67.94,4,2,2,422,8,Active Customers
2593,3664,214,3,67.9,2,2,2,222,6,At-Risk/Occasional
1788,2842,154,2,67.8,2,1,2,212,5,At-Risk/Occasional
995,2020,41,3,67.8,4,2,2,422,8,Active Customers
914,1937,74,5,67.8,3,4,2,342,9,Loyal Customers
1417,2462,280,2,67.78,2,1,2,212,5,At-Risk/Occasional
845,1867,276,4,67.7,2,3,2,232,7,At-Risk/Occasional
221,1230,41,6,67.65,4,4,2,442,10,Loyal Customers
1868,2923,423,2,67.60000000000001,1,1,2,112,4,At-Risk/Occasional
120,1125,41,5,67.56,4,4,2,442,10,Loyal Customers
1661,2712,95,5,67.54,3,4,2,342,9,Loyal Customers
1534,2583,279,2,67.5,2,1,2,212,5,At-Risk/Occasional
3722,4823,470,4,67.46,1,3,2,132,6,At-Risk/Occasional
2627,3698,122,5,67.45,3,4,2,342,9,Loyal Customers
2726,3798,117,2,67.36,3,1,2,312,6,At-Risk/Occasional
793,1815,122,5,67.3,3,4,2,342,9,Loyal Customers
1277,2314,35,5,67.3,4,4,2,442,10,Loyal Customers
123,1128,178,4,67.25,2,3,2,232,7,At-Risk/Occasional
726,1747,378,5,67.2,1,4,2,142,7,Loyal Customers
1585,2635,104,2,67.2,3,1,2,312,6,At-Risk/Occasional
662,1680,385,3,67.19999999999999,1,2,2,122,5,At-Risk/Occasional
809,1831,355,3,67.15,1,2,2,122,5,At-Risk/Occasional
1859,2914,30,4,67.10000000000001,4,3,2,432,9,Active Customers
3586,4684,404,4,67.1,1,3,2,132,6,At-Risk/Occasional
3680,4781,38,3,67.1,4,2,2,422,8,Active Customers
261,1270,249,3,67.06,2,2,2,222,6,At-Risk/Occasional
3312,4403,101,5,67.05,3,4,2,342,9,Loyal Customers
2108,3168,14,5,67.0,4,4,2,442,10,Loyal Customers
549,1562,233,3,66.9,2,2,2,222,6,At-Risk/Occasional
2579,3650,166,2,66.89999999999999,2,1,2,212,5,At-Risk/Occasional
1360,2402,115,3,66.83,3,2,2,322,7,At-Risk/Occasional
2979,4061,235,3,66.80000000000001,2,2,2,222,6,At-Risk/Occasional
1059,2085,252,4,66.7,2,3,2,232,7,At-Risk/Occasional
861,1883,55,5,66.7,4,4,2,442,10,Loyal Customers
297,1307,191,5,66.7,2,4,2,242,8,Loyal Customers
134,1140,187,2,66.7,2,1,2,212,5,At-Risk/Occasional
763,1784,95,3,66.69999999999999,3,2,2,322,7,At-Risk/Occasional
3509,4607,15,3,66.60000000000001,4,2,2,422,8,Active Customers
3206,4294,27,6,66.6,4,4,2,442,10,Loyal Customers
1826,2880,57,3,66.5,4,2,2,422,8,Active Customers
507,1518,19,3,66.45,4,2,2,422,8,Active Customers
3464,4561,482,4,66.4,1,3,2,132,6,At-Risk/Occasional
67,1070,420,2,66.39999999999999,1,1,2,112,4,At-Risk/Occasional
2875,3953,231,4,66.3,2,3,2,232,7,At-Risk/Occasional
3270,4360,310,3,66.25,1,2,2,122,5,At-Risk/Occasional
3650,4748,15,5,66.2,4,4,2,442,10,Loyal Customers
1729,2780,80,2,66.2,3,1,2,312,6,At-Risk/Occasional
3634,4732,392,1,66.2,1,1,2,112,4,At-Risk/Occasional
3075,4159,2,3,66.19999999999999,4,2,2,422,8,Active Customers
2123,3183,145,3,66.10000000000001,2,2,2,222,6,At-Risk/Occasional
1019,2044,14,4,66.01,4,3,2,432,9,Active Customers
1927,2983,110,2,66.0,3,1,2,312,6,At-Risk/Occasional
2993,4075,359,4,66.0,1,3,2,132,6,At-Risk/Occasional
2900,3978,160,2,65.9,2,1,2,212,5,At-Risk/Occasional
516,1527,0,5,65.9,4,4,2,442,10,Loyal Customers
1849,2904,104,4,65.8,3,3,2,332,8,At-Risk/Occasional
79,1082,596,2,65.8,1,1,2,112,4,At-Risk/Occasional
1032,2058,209,4,65.76,2,3,2,232,7,At-Risk/Occasional
774,1795,271,2,65.75,2,1,2,212,5,At-Risk/Occasional
1862,2917,582,2,65.7,1,1,2,112,4,At-Risk/Occasional
3449,4544,343,5,65.65,1,4,2,142,7,Loyal Customers
1573,2623,81,3,65.5,3,2,2,322,7,At-Risk/Occasional
1225,2261,184,6,65.5,2,4,2,242,8,Loyal Customers
3153,4238,18,3,65.5,4,2,2,422,8,Active Customers
760,1781,207,3,65.46000000000001,2,2,2,222,6,At-Risk/Occasional
1954,3010,138,5,65.44,3,4,2,342,9,Loyal Customers
2541,3612,94,6,65.44,3,4,2,342,9,Loyal Customers
3018,4100,252,3,65.35,2,2,2,222,6,At-Risk/Occasional
1133,2165,115,6,65.3,3,4,2,342,9,Loyal Customers
2194,3256,153,4,65.3,2,3,2,232,7,At-Risk/Occasional
1481,2528,72,3,65.3,3,2,2,322,7,At-Risk/Occasional
2668,3740,590,1,65.2,1,1,2,112,4,At-Risk/Occasional
1698,2749,191,3,65.10000000000001,2,2,2,222,6,At-Risk/Occasional
2063,3123,380,4,65.10000000000001,1,3,2,132,6,At-Risk/Occasional
3437,4532,31,3,65.10000000000001,4,2,2,422,8,Active Customers
3556,4654,472,3,65.06,1,2,2,122,5,At-Risk/Occasional
3259,4348,263,5,65.0,2,4,2,242,8,Loyal Customers
903,1926,75,3,65.0,3,2,2,322,7,At-Risk/Occasional
1221,2257,229,4,64.9,2,3,2,232,7,At-Risk/Occasional
2688,3760,38,5,64.76,4,4,2,442,10,Loyal Customers
2445,3516,17,3,64.7,4,2,2,422,8,Active Customers
2449,3520,51,4,64.67,4,3,2,432,9,Active Customers
2326,3394,17,3,64.66,4,2,2,422,8,Active Customers
29,1031,76,3,64.60000000000001,3,2,2,322,7,At-Risk/Occasional
3618,4716,304,2,64.6,1,1,2,112,4,At-Risk/Occasional
2260,3324,128,5,64.5,3,4,2,342,9,Loyal Customers
2388,3457,416,2,64.43,1,1,2,112,4,At-Risk/Occasional
2730,3802,76,2,64.4,3,1,2,312,6,At-Risk/Occasional
3280,4370,572,3,64.35000000000001,1,2,2,122,5,At-Risk/Occasional
2463,3534,49,3,64.3,4,2,2,422,8,Active Customers
3291,4381,91,3,64.3,3,2,2,322,7,At-Risk/Occasional
1425,2470,230,4,64.3,2,3,2,232,7,At-Risk/Occasional
1770,2824,23,3,64.2,4,2,2,422,8,Active Customers
3174,4260,44,4,64.2,4,3,2,432,9,Active Customers
1169,2203,186,1,64.2,2,1,2,212,5,At-Risk/Occasional
2308,3374,125,2,64.2,3,1,2,312,6,At-Risk/Occasional
998,2023,121,3,64.1,3,2,2,322,7,At-Risk/Occasional
322,1332,28,5,64.1,4,4,2,442,10,Loyal Customers
1272,2309,1,4,64.07,4,3,2,432,9,Active Customers
188,1195,56,3,64.06,4,2,2,422,8,Active Customers
3625,4723,222,3,64.0,2,2,2,222,6,At-Risk/Occasional
1456,2503,325,1,63.9,1,1,2,112,4,At-Risk/Occasional
2372,3440,9,1,63.9,4,1,2,412,7,Active Customers
264,1274,538,3,63.88,1,2,2,122,5,At-Risk/Occasional
3363,4457,118,2,63.800000000000004,3,1,2,312,6,At-Risk/Occasional
309,1319,134,3,63.8,3,2,2,322,7,At-Risk/Occasional
403,1413,381,3,63.8,1,2,2,122,5,At-Risk/Occasional
2416,3485,161,3,63.8,2,2,2,222,6,At-Risk/Occasional
2848,3925,280,2,63.72,2,1,2,212,5,At-Risk/Occasional
3484,4582,47,4,63.7,4,3,2,432,9,Active Customers
3589,4687,98,4,63.6,3,3,2,332,8,At-Risk/Occasional
2954,4035,149,4,63.6,2,3,2,232,7,At-Risk/Occasional
2764,3837,232,2,63.599999999999994,2,1,2,212,5,At-Risk/Occasional
3313,4404,446,3,63.599999999999994,1,2,2,122,5,At-Risk/Occasional
503,1514,128,5,63.540000000000006,3,4,2,342,9,Loyal Customers
1083,2111,308,4,63.51,1,3,2,132,6,At-Risk/Occasional
3504,4602,126,1,63.5,3,1,2,312,6,At-Risk/Occasional
2496,3567,87,2,63.5,3,1,2,312,6,At-Risk/Occasional
3670,4770,594,3,63.5,1,2,2,122,5,At-Risk/Occasional
2712,3784,199,3,63.5,2,2,2,222,6,At-Risk/Occasional
2818,3895,564,3,63.45,1,2,2,122,5,At-Risk/Occasional
1500,2548,5,4,63.45,4,3,2,432,9,Active Customers
3300,4390,344,2,63.400000000000006,1,1,2,112,4,At-Risk/Occasional
2906,3984,330,2,63.4,1,1,2,112,4,At-Risk/Occasional
3854,4957,515,3,63.4,1,2,2,122,5,At-Risk/Occasional
2857,3934,243,4,63.36,2,3,2,232,7,At-Risk/Occasional
1769,2823,439,2,63.300000000000004,1,1,2,112,4,At-Risk/Occasional
435,1446,484,3,63.260000000000005,1,2,2,122,5,At-Risk/Occasional
1755,2807,180,4,63.2,2,3,2,232,7,At-Risk/Occasional
1869,2924,41,4,63.16,4,3,2,432,9,Active Customers
341,1351,307,2,63.1,1,1,2,112,4,At-Risk/Occasional
697,1718,291,3,62.95,1,2,2,122,5,At-Risk/Occasional
1699,2750,107,3,62.95,3,2,2,322,7,At-Risk/Occasional
1613,2664,101,3,62.900000000000006,3,2,2,322,7,At-Risk/Occasional
2031,3088,27,3,62.800000000000004,4,2,2,422,8,Active Customers
2633,3705,114,4,62.800000000000004,3,3,2,332,8,At-Risk/Occasional
1105,2135,339,2,62.8,1,1,2,112,4,At-Risk/Occasional
240,1249,445,2,62.8,1,1,2,112,4,At-Risk/Occasional
1224,2260,61,3,62.75,3,2,2,322,7,At-Risk/Occasional
3159,4244,60,5,62.7,3,4,2,342,9,Loyal Customers
1880,2935,355,4,62.7,1,3,2,132,6,At-Risk/Occasional
352,1362,85,2,62.7,3,1,2,312,6,At-Risk/Occasional
753,1774,145,5,62.65,2,4,2,242,8,Loyal Customers
1312,2351,358,3,62.64000000000001,1,2,2,122,5,At-Risk/Occasional
628,1644,535,2,62.620000000000005,1,1,2,112,4,At-Risk/Occasional
2595,3666,262,5,62.6,2,4,2,242,8,Loyal Customers
3109,4193,122,4,62.540000000000006,3,3,2,332,8,At-Risk/Occasional
355,1365,58,6,62.5,3,4,2,342,9,Loyal Customers
484,1495,355,3,62.5,1,2,2,122,5,At-Risk/Occasional
824,1846,31,5,62.5,4,4,2,442,10,Loyal Customers
1009,2034,80,3,62.46,3,2,2,322,7,At-Risk/Occasional
881,1903,295,4,62.45,1,3,2,132,6,At-Risk/Occasional
3480,4578,478,4,62.44,1,3,2,132,6,At-Risk/Occasional
1444,2489,8,4,62.42,4,3,2,432,9,Active Customers
2619,3690,223,2,62.4,2,1,2,212,5,At-Risk/Occasional
1377,2422,49,2,62.4,4,1,2,412,7,Active Customers
3832,4935,272,3,62.4,2,2,2,222,6,At-Risk/Occasional
2795,3869,151,3,62.4,2,2,2,222,6,At-Risk/Occasional
3628,4726,175,4,62.4,2,3,2,232,7,At-Risk/Occasional
285,1295,160,3,62.35,2,2,2,222,6,At-Risk/Occasional
3506,4604,21,2,62.300000000000004,4,1,2,412,7,Active Customers
47,1049,116,4,62.3,3,3,2,332,8,At-Risk/Occasional
3196,4284,77,3,62.3,3,2,2,322,7,At-Risk/Occasional
1118,2148,164,5,62.25,2,4,2,242,8,Loyal Customers
2252,3316,357,3,62.160000000000004,1,2,2,122,5,At-Risk/Occasional
2874,3952,61,4,62.16,3,3,2,332,8,At-Risk/Occasional
3381,4475,271,2,62.10000000000001,2,1,2,212,5,At-Risk/Occasional
1618,2669,97,4,62.1,3,3,2,332,8,At-Risk/Occasional
199,1207,46,3,62.06,4,2,2,422,8,Active Customers
3485,4583,310,2,62.050000000000004,1,1,2,112,4,At-Risk/Occasional
2883,3961,6,4,61.900000000000006,4,3,2,432,9,Active Customers
3499,4597,170,3,61.900000000000006,2,2,2,222,6,At-Risk/Occasional
3775,4876,312,3,61.9,1,2,2,122,5,At-Risk/Occasional
970,1995,201,5,61.82,2,4,2,242,8,Loyal Customers
1647,2698,340,3,61.8,1,2,2,122,5,At-Risk/Occasional
1574,2624,134,2,61.8,3,1,2,312,6,At-Risk/Occasional
1857,2912,336,5,61.79,1,4,2,142,7,Loyal Customers
321,1331,31,4,61.75,4,3,2,432,9,Active Customers
2029,3086,270,4,61.74,2,3,2,232,7,At-Risk/Occasional
2394,3463,97,4,61.74,3,3,2,332,8,At-Risk/Occasional
3073,4157,360,2,61.7,1,1,2,112,4,At-Risk/Occasional
214,1223,30,4,61.6,4,3,2,432,9,Active Customers
842,1864,94,4,61.6,3,3,2,332,8,At-Risk/Occasional
195,1202,161,4,61.599999999999994,2,3,2,232,7,At-Risk/Occasional
3319,4410,79,4,61.550000000000004,3,3,2,332,8,At-Risk/Occasional
2356,3424,136,3,61.54,3,2,2,322,7,At-Risk/Occasional
2850,3927,21,3,61.5,4,2,2,422,8,Active Customers
1690,2741,93,4,61.5,3,3,2,332,8,At-Risk/Occasional
3531,4629,44,4,61.42,4,3,2,432,9,Active Customers
827,1849,188,3,61.42,2,2,2,222,6,At-Risk/Occasional
1087,2115,42,3,61.400000000000006,4,2,2,422,8,Active Customers
2085,3145,44,4,61.4,4,3,2,432,9,Active Customers
3413,4508,84,6,61.4,3,4,2,342,9,Loyal Customers
660,1678,46,4,61.4,4,3,2,432,9,Active Customers
3646,4744,63,5,61.4,3,4,2,342,9,Loyal Customers
3888,4991,373,5,61.34,1,4,2,142,7,Loyal Customers
1964,3020,125,3,61.3,3,2,2,322,7,At-Risk/Occasional
2682,3754,342,2,61.3,1,1,2,112,4,At-Risk/Occasional
2313,3379,343,2,61.3,1,1,2,112,4,At-Risk/Occasional
1461,2508,3,4,61.25000000000001,4,3,2,432,9,Active Customers
882,1904,256,3,61.2,2,2,2,222,6,At-Risk/Occasional
231,1240,260,3,61.14,2,2,2,222,6,At-Risk/Occasional
1589,2639,48,3,61.1,4,2,2,422,8,Active Customers
514,1525,431,2,61.099999999999994,1,1,2,112,4,At-Risk/Occasional
2909,3987,133,4,61.05,3,3,2,332,8,At-Risk/Occasional
3524,4622,475,4,60.94,1,3,2,132,6,At-Risk/Occasional
2545,3616,420,3,60.900000000000006,1,2,2,122,5,At-Risk/Occasional
3177,4264,233,4,60.9,2,3,2,232,7,At-Risk/Occasional
1080,2108,90,3,60.9,3,2,2,322,7,At-Risk/Occasional
1096,2125,188,2,60.9,2,1,2,212,5,At-Risk/Occasional
614,1629,205,3,60.9,2,2,2,222,6,At-Risk/Occasional
2670,3742,130,2,60.86000000000001,3,1,2,312,6,At-Risk/Occasional
3269,4359,97,3,60.85,3,2,2,322,7,At-Risk/Occasional
3356,4450,153,3,60.800000000000004,2,2,2,222,6,At-Risk/Occasional
1901,2956,28,5,60.8,4,4,2,442,10,Loyal Customers
1890,2945,164,2,60.8,2,1,2,212,5,At-Risk/Occasional
288,1298,156,3,60.8,2,2,2,222,6,At-Risk/Occasional
478,1489,190,5,60.7,2,4,2,242,8,Loyal Customers
2158,3220,53,5,60.7,4,4,2,442,10,Loyal Customers
2480,3551,159,3,60.7,2,2,2,222,6,At-Risk/Occasional
1556,2606,338,3,60.7,1,2,2,122,5,At-Risk/Occasional
2352,3420,306,3,60.7,1,2,2,122,5,At-Risk/Occasional
3,1003,323,4,60.65,1,3,2,132,6,At-Risk/Occasional
3197,4285,1,4,60.65,4,3,2,432,9,Active Customers
1346,2388,406,4,60.620000000000005,1,3,2,132,6,At-Risk/Occasional
2835,3912,358,3,60.6,1,2,2,122,5,At-Risk/Occasional
1648,2699,32,5,60.550000000000004,4,4,2,442,10,Loyal Customers
2157,3219,148,3,60.54,2,2,2,222,6,At-Risk/Occasional
525,1536,242,3,60.400000000000006,2,2,2,222,6,At-Risk/Occasional
2936,4016,253,2,60.400000000000006,2,1,2,212,5,At-Risk/Occasional
1634,2685,84,5,60.400000000000006,3,4,2,342,9,Loyal Customers
2844,3921,419,4,60.4,1,3,2,132,6,At-Risk/Occasional
3522,4620,294,3,60.36,1,2,2,122,5,At-Risk/Occasional
1872,2927,330,5,60.36,1,4,2,142,7,Loyal Customers
1865,2920,80,5,60.3,3,4,2,342,9,Loyal Customers
2659,3731,423,4,60.220000000000006,1,3,2,132,6,At-Risk/Occasional
522,1533,53,3,60.14,4,2,2,422,8,Active Customers
825,1847,257,4,60.05,2,3,2,232,7,At-Risk/Occasional
3851,4954,97,4,60.00000000000001,3,3,2,332,8,At-Risk/Occasional
2383,3452,59,4,60.00000000000001,3,3,2,332,8,At-Risk/Occasional
3033,4116,243,3,60.0,2,2,2,222,6,At-Risk/Occasional
2190,3252,130,5,60.0,3,4,2,342,9,Loyal Customers
3780,4881,155,3,59.94,2,2,2,222,6,At-Risk/Occasional
2778,3851,234,4,59.900000000000006,2,3,2,232,7,At-Risk/Occasional
167,1174,322,5,59.900000000000006,1,4,2,142,7,Loyal Customers
3862,4965,80,2,59.9,3,1,2,312,6,At-Risk/Occasional
1322,2361,88,4,59.9,3,3,2,332,8,At-Risk/Occasional
1140,2172,303,2,59.80000000000001,1,1,2,112,4,At-Risk/Occasional
2444,3515,180,5,59.800000000000004,2,4,2,242,8,Loyal Customers
2316,3382,412,3,59.75,1,2,2,122,5,At-Risk/Occasional
3412,4507,137,2,59.7,3,1,2,312,6,At-Risk/Occasional
336,1346,236,3,59.699999999999996,2,2,2,222,6,At-Risk/Occasional
1844,2899,36,4,59.6,4,3,2,432,9,Active Customers
3566,4664,218,3,59.599999999999994,2,2,2,222,6,At-Risk/Occasional
2097,3157,448,3,59.519999999999996,1,2,2,122,5,At-Risk/Occasional
2972,4053,283,1,59.50000000000001,1,1,2,112,4,At-Risk/Occasional
3473,4571,269,3,59.5,2,2,2,222,6,At-Risk/Occasional
1909,2965,571,2,59.45,1,1,2,112,4,At-Risk/Occasional
3567,4665,307,4,59.419999999999995,1,3,2,132,6,At-Risk/Occasional
1999,3055,134,1,59.400000000000006,3,1,2,312,6,At-Risk/Occasional
770,1791,454,3,59.4,1,2,2,122,5,At-Risk/Occasional
1950,3006,3,3,59.300000000000004,4,2,2,422,8,Active Customers
1488,2536,53,3,59.300000000000004,4,2,2,422,8,Active Customers
880,1902,29,3,59.220000000000006,4,2,2,422,8,Active Customers
501,1512,101,4,59.21,3,3,2,332,8,At-Risk/Occasional
3170,4256,590,3,59.2,1,2,2,122,5,At-Risk/Occasional
1750,2802,380,4,59.2,1,3,2,132,6,At-Risk/Occasional
1228,2264,352,3,59.2,1,2,2,122,5,At-Risk/Occasional
3488,4586,460,3,59.1,1,2,2,122,5,At-Risk/Occasional
513,1524,25,4,59.1,4,3,2,432,9,Active Customers
3451,4547,346,2,59.1,1,1,2,112,4,At-Risk/Occasional
2765,3838,16,3,59.1,4,2,2,422,8,Active Customers
61,1064,158,3,59.1,2,2,2,222,6,At-Risk/Occasional
1548,2598,49,1,59.1,4,1,2,412,7,Active Customers
1052,2078,75,2,59.04,3,1,2,312,6,At-Risk/Occasional
3495,4593,134,4,59.0,3,3,2,332,8,At-Risk/Occasional
2347,3415,217,2,59.0,2,1,2,212,5,At-Risk/Occasional
3382,4477,318,2,58.95,1,1,2,112,4,At-Risk/Occasional
3817,4919,275,2,58.900000000000006,2,1,2,212,5,At-Risk/Occasional
205,1214,354,2,58.9,1,1,2,112,4,At-Risk/Occasional
730,1751,280,4,58.9,2,3,2,232,7,At-Risk/Occasional
1161,2195,173,4,58.760000000000005,2,3,2,232,7,At-Risk/Occasional
85,1088,30,3,58.75,4,2,2,422,8,Active Customers
2700,3772,94,4,58.72,3,3,2,332,8,At-Risk/Occasional
1239,2276,353,3,58.7,1,2,2,122,5,At-Risk/Occasional
1938,2994,536,2,58.7,1,1,2,112,4,At-Risk/Occasional
743,1764,45,5,58.6,4,4,2,442,10,Loyal Customers
1879,2934,108,4,58.5,3,3,2,332,8,At-Risk/Occasional
3287,4377,310,2,58.5,1,1,2,112,4,At-Risk/Occasional
35,1037,14,3,58.44,4,2,2,422,8,Active Customers
3168,4254,138,3,58.42,3,2,2,322,7,At-Risk/Occasional
1508,2557,68,3,58.400000000000006,3,2,2,322,7,At-Risk/Occasional
2052,3110,525,2,58.4,1,1,2,112,4,At-Risk/Occasional
1881,2936,205,2,58.39999999999999,2,1,2,212,5,At-Risk/Occasional
1792,2846,98,3,58.36,3,2,2,322,7,At-Risk/Occasional
2786,3859,91,2,58.300000000000004,3,1,2,312,6,At-Risk/Occasional
